caseid,score,cohort90,female,sclass
3294,3,-6,0,2
9659,5,-4,0,3
9661,34,-4,0,4
9663,9,-4,0,3
9665,23,-4,0,2
9666,9,-4,0,2
9667,21,-4,0,2
9668,23,-4,0,1
9669,24,-4,0,1
9670,38,-4,0,1
9673,16,-4,0,3
9674,29,-4,0,3
15615,33,-2,0,3
15618,22,-2,0,2
20584,21,0,0,1
20587,36,0,0,1
20590,39,0,0,2
20591,45,0,0,2
28386,24,6,0,2
28387,47,6,0,2
28390,39,6,0,1
28391,35,6,0,2
28392,37,6,0,3
28394,39,6,0,1
34199,41,8,0,1
34202,18,8,0,2
34210,19,8,0,3
3342,0,-6,0,1
3343,10,-6,0,1
3345,15,-6,0,1
3346,18,-6,0,2
3348,18,-6,0,3
3349,5,-6,0,3
3352,36,-6,0,3
9740,0,-4,0,3
9743,13,-4,0,2
9747,30,-4,0,3
9748,8,-4,0,2
9752,35,-4,0,3
15683,31,-2,0,2
15684,17,-2,0,3
15689,11,-2,0,4
20634,26,0,0,1
20636,0,0,0,1
20637,45,0,0,1
20638,29,0,0,2
28443,24,6,0,3
28444,39,6,0,2
28445,35,6,0,2
28446,42,6,0,1
28447,30,6,0,3
28448,27,6,0,2
34289,34,8,0,2
34293,18,8,0,3
34294,37,8,0,2
34295,34,8,0,3
34298,24,8,0,1
34301,34,8,0,4
34302,10,8,0,3
34304,23,8,0,2
10275,27,-4,0,3
10277,50,-4,0,3
10278,24,-4,0,3
16122,39,-2,0,1
16125,42,-2,0,1
16126,15,-2,0,1
16127,40,-2,0,1
16130,18,-2,0,1
16135,46,-2,0,1
16136,48,-2,0,3
16137,0,-2,0,2
16138,33,-2,0,2
16139,15,-2,0,4
16140,41,-2,0,1
16143,30,-2,0,3
20975,0,0,0,3
20976,50,0,0,2
20977,53,0,0,3
20981,27,0,0,2
20982,25,0,0,2
20985,34,0,0,1
20986,39,0,0,2
28805,37,6,0,2
28806,36,6,0,1
28809,47,6,0,2
28810,56,6,0,1
28813,20,6,0,3
34910,24,8,0,3
34911,25,8,0,4
34912,36,8,0,2
34914,31,8,0,2
34917,32,8,0,1
34924,40,8,0,3
34925,37,8,0,1
34927,32,8,0,2
34929,49,8,0,1
34931,53,8,0,1
34932,44,8,0,1
34933,38,8,0,2
34934,37,8,0,2
34935,37,8,0,1
34936,37,8,0,3
34938,31,8,0,4
4410,5,-6,0,3
4411,0,-6,0,4
4412,0,-6,0,3
4413,34,-6,0,2
4414,0,-6,0,3
4415,0,-6,0,2
10918,32,-4,0,3
10922,28,-4,0,2
10923,0,-4,0,3
10924,0,-4,0,4
10929,16,-4,0,3
16703,7,-2,0,1
16704,0,-2,0,3
16707,33,-2,0,1
16708,16,-2,0,2
16709,5,-2,0,3
16710,16,-2,0,3
21427,16,0,0,3
21430,11,0,0,3
4669,0,-6,0,1
4670,0,-6,0,4
4671,5,-6,0,4
4672,27,-6,0,1
4678,45,-6,0,2
4679,37,-6,0,1
4680,61,-6,0,1
4681,56,-6,0,4
4682,51,-6,0,1
4683,52,-6,0,1
4684,54,-6,0,1
4685,39,-6,0,2
4686,47,-6,0,2
11152,31,-4,0,1
11154,0,-4,0,3
11158,3,-4,0,2
11159,25,-4,0,3
11160,5,-4,0,3
11161,7,-4,0,3
11163,0,-4,0,2
11164,16,-4,0,2
11165,47,-4,0,1
16889,30,-2,0,1
16894,53,-2,0,2
16895,23,-2,0,3
16897,13,-2,0,2
16898,38,-2,0,1
16900,35,-2,0,2
16901,53,-2,0,1
16902,34,-2,0,2
16903,39,-2,0,2
16904,45,-2,0,2
21592,5,0,0,1
21593,24,0,0,2
21598,27,0,0,3
29408,34,6,0,2
29409,63,6,0,1
29415,55,6,0,1
29416,33,6,0,2
29418,45,6,0,4
36013,43,8,0,1
36019,58,8,0,1
36021,34,8,0,1
36024,30,8,0,1
36027,59,8,0,1
36028,37,8,0,4
36030,37,8,0,2
36034,61,8,0,1
36036,34,8,0,2
4949,10,-6,0,3
4950,53,-6,0,3
4953,46,-6,0,1
4954,26,-6,0,4
4956,0,-6,0,3
4957,22,-6,0,3
4958,0,-6,0,2
11384,39,-4,0,3
11385,14,-4,0,1
11386,32,-4,0,2
11387,5,-4,0,2
11389,31,-4,0,2
11393,0,-4,0,2
11394,39,-4,0,1
11396,40,-4,0,2
11398,50,-4,0,1
11399,51,-4,0,1
11400,29,-4,0,2
11402,44,-4,0,1
17113,54,-2,0,1
17115,25,-2,0,3
17120,27,-2,0,2
17121,25,-2,0,1
17127,26,-2,0,1
17128,34,-2,0,2
17131,31,-2,0,1
21797,13,0,0,3
21799,32,0,0,4
21801,35,0,0,3
21803,57,0,0,1
21804,49,0,0,1
21806,60,0,0,1
21807,0,0,0,4
29638,39,6,0,1
29639,38,6,0,2
29643,42,6,0,1
36375,33,8,0,3
36376,34,8,0,2
36378,53,8,0,2
36380,54,8,0,2
36382,32,8,0,1
521,0,-6,0,3
522,11,-6,0,4
523,17,-6,0,3
524,24,-6,0,2
525,33,-6,0,3
527,4,-6,0,2
528,25,-6,0,2
530,46,-6,0,2
6955,0,-4,0,2
6956,0,-4,0,2
6957,45,-4,0,3
6958,19,-4,0,3
6959,0,-4,0,3
6961,0,-4,0,3
6962,18,-4,0,4
6964,25,-4,0,3
6967,52,-4,0,1
6968,29,-4,0,3
6971,13,-4,0,1
13344,32,-2,0,3
13345,35,-2,0,1
13346,31,-2,0,3
13354,0,-2,0,3
13355,5,-2,0,3
13357,20,-2,0,3
13358,37,-2,0,3
13359,40,-2,0,1
18771,0,0,0,2
18774,34,0,0,2
18775,32,0,0,4
18777,36,0,0,3
18778,41,0,0,1
26694,32,6,0,2
26695,36,6,0,1
26697,47,6,0,3
26700,9,6,0,4
26702,27,6,0,2
26704,24,6,0,2
26705,17,6,0,3
31191,24,8,0,3
31193,50,8,0,3
31195,50,8,0,2
31199,23,8,0,2
31200,56,8,0,2
31204,40,8,0,1
31206,51,8,0,2
1043,48,-6,0,2
1047,39,-6,0,2
1051,50,-6,0,2
1053,43,-6,0,3
1054,23,-6,0,2
1055,29,-6,0,3
7560,0,-4,0,3
7561,0,-4,0,3
7562,35,-4,0,1
7563,20,-4,0,2
7564,25,-4,0,2
7568,0,-4,0,2
7569,39,-4,0,3
7572,20,-4,0,2
13835,48,-2,0,1
13836,41,-2,0,1
13838,5,-2,0,3
13839,19,-2,0,2
19126,55,0,0,2
19132,57,0,0,2
27023,28,6,0,2
27025,51,6,0,2
27026,75,6,0,3
27027,57,6,0,2
27032,49,6,0,2
27033,53,6,0,2
27037,33,6,0,3
31857,48,8,0,1
31858,40,8,0,3
31861,56,8,0,1
31864,62,8,0,1
31871,22,8,0,4
31875,34,8,0,3
31876,35,8,0,2
31879,58,8,0,2
1476,40,-6,0,1
1477,34,-6,0,3
1478,0,-6,0,1
1479,45,-6,0,1
1480,0,-6,0,4
1481,17,-6,0,3
1482,12,-6,0,1
1483,21,-6,0,3
7994,33,-4,0,2
7995,30,-4,0,1
7998,0,-4,0,3
8002,15,-4,0,4
8005,4,-4,0,3
14202,32,-2,0,3
14203,21,-2,0,2
14204,34,-2,0,2
14206,26,-2,0,2
14209,28,-2,0,3
14212,18,-2,0,2
14213,22,-2,0,3
14215,12,-2,0,3
19431,0,0,0,1
19434,30,0,0,2
19436,14,0,0,3
19437,35,0,0,4
19438,0,0,0,2
19439,51,0,0,1
19441,48,0,0,3
19442,13,0,0,3
27299,38,6,0,2
27304,25,6,0,2
27308,20,6,0,2
27311,33,6,0,3
27312,31,6,0,3
27313,40,6,0,2
27314,13,6,0,1
32364,21,8,0,4
32365,33,8,0,2
32366,52,8,0,2
32367,48,8,0,2
32368,53,8,0,4
32369,60,8,0,2
32371,34,8,0,1
32376,43,8,0,3
32377,17,8,0,3
32380,51,8,0,1
32383,43,8,0,3
32385,40,8,0,3
32386,27,8,0,1
1711,12,-6,0,2
1712,56,-6,0,2
1713,15,-6,0,2
1714,7,-6,0,2
1715,33,-6,0,1
8232,0,-4,0,2
8233,34,-4,0,2
8238,8,-4,0,3
8239,26,-4,0,3
8240,0,-4,0,3
8241,16,-4,0,2
8242,46,-4,0,2
8244,0,-4,0,3
8245,36,-4,0,3
14377,47,-2,0,4
14379,27,-2,0,3
14380,16,-2,0,1
14381,10,-2,0,2
14382,56,-2,0,2
14384,44,-2,0,2
14385,18,-2,0,2
19563,23,0,0,3
19565,0,0,0,2
19566,27,0,0,1
19570,28,0,0,3
19572,8,0,0,3
19576,48,0,0,2
27445,63,6,0,1
27446,22,6,0,4
27447,37,6,0,4
27455,52,6,0,1
32633,41,8,0,2
32634,55,8,0,1
32635,34,8,0,1
32636,46,8,0,1
32639,44,8,0,4
32640,62,8,0,1
32642,27,8,0,3
32643,35,8,0,2
32649,35,8,0,1
32650,39,8,0,2
32651,32,8,0,3
32655,51,8,0,2
32656,49,8,0,2
32657,33,8,0,2
1941,0,-6,0,4
1942,47,-6,0,3
1946,44,-6,0,2
1947,47,-6,0,3
1948,0,-6,0,3
1949,0,-6,0,4
8435,28,-4,0,1
8439,45,-4,0,1
8440,7,-4,0,3
8443,16,-4,0,2
8447,41,-4,0,2
8448,43,-4,0,2
19709,33,0,0,1
19710,16,0,0,2
19711,28,0,0,1
19715,26,0,0,3
27570,41,6,0,2
27571,34,6,0,2
27577,28,6,0,2
27578,29,6,0,1
32847,53,8,0,4
32849,47,8,0,2
32852,27,8,0,3
32856,38,8,0,1
2673,8,-6,0,2
4789,43,-6,0,1
4790,52,-6,0,1
4792,40,-6,0,1
4793,33,-6,0,2
4795,21,-6,0,4
4796,44,-6,0,1
11244,37,-4,0,1
11245,60,-4,0,2
11246,46,-4,0,1
17002,0,-2,0,2
17003,0,-2,0,1
17004,0,-2,0,4
17006,0,-2,0,1
21688,0,0,0,1
21689,0,0,0,1
5121,29,-6,0,2
5122,52,-6,0,2
5124,37,-6,0,2
5125,38,-6,0,1
5127,31,-6,0,3
5128,27,-6,0,3
11540,40,-4,0,1
11541,32,-4,0,2
11542,42,-4,0,2
11544,14,-4,0,2
17264,26,-2,0,1
17266,15,-2,0,1
17270,16,-2,0,4
17271,0,-2,0,3
17272,20,-2,0,3
17274,39,-2,0,1
17275,60,-2,0,2
21905,53,0,0,1
21907,54,0,0,2
21909,0,0,0,3
21910,0,0,0,2
29766,49,6,0,2
29769,61,6,0,1
29771,33,6,0,1
36600,27,8,0,3
36605,28,8,0,1
36608,42,8,0,1
36610,39,8,0,2
36612,54,8,0,1
36613,61,8,0,1
5951,24,-6,0,2
5954,32,-6,0,3
5955,12,-6,0,3
5956,0,-6,0,2
12350,54,-4,0,2
12352,31,-4,0,1
12353,0,-4,0,2
12356,9,-4,0,3
12357,41,-4,0,1
12359,61,-4,0,1
12360,47,-4,0,2
12361,53,-4,0,2
17971,23,-2,0,2
17976,51,-2,0,2
17977,21,-2,0,1
17978,39,-2,0,3
22503,39,0,0,2
22504,0,0,0,2
22505,30,0,0,2
22507,54,0,0,1
22508,38,0,0,3
22509,0,0,0,3
30301,46,6,0,1
30302,24,6,0,4
30305,40,6,0,2
30306,20,6,0,1
30307,33,6,0,1
30308,34,6,0,1
30309,10,6,0,4
30310,23,6,0,1
37581,28,8,0,3
37582,38,8,0,3
37583,34,8,0,1
37584,42,8,0,1
37585,29,8,0,2
37587,45,8,0,2
37588,27,8,0,1
37589,32,8,0,3
37591,45,8,0,1
37594,52,8,0,1
37596,32,8,0,1
6227,12,-6,0,3
6228,22,-6,0,3
12608,38,-4,0,2
12612,51,-4,0,4
12613,48,-4,0,3
12614,29,-4,0,3
12616,35,-4,0,4
18203,14,-2,0,3
22708,45,0,0,1
22709,39,0,0,3
22710,37,0,0,3
30457,23,6,0,3
30458,41,6,0,2
37898,61,8,0,1
37901,49,8,0,3
37905,38,8,0,3
37906,34,8,0,1
37909,33,8,0,3
37910,55,8,0,3
37911,40,8,0,4
37912,40,8,0,4
37913,54,8,0,2
941,21,-6,0,4
942,56,-6,0,1
943,21,-6,0,2
945,9,-6,0,2
947,44,-6,0,1
948,17,-6,0,1
951,36,-6,0,1
953,13,-6,0,2
954,28,-6,0,1
955,35,-6,0,3
956,13,-6,0,1
7443,4,-4,0,3
7444,37,-4,0,2
7447,53,-4,0,2
7449,54,-4,0,1
7450,43,-4,0,1
7452,23,-4,0,2
7454,40,-4,0,1
7455,12,-4,0,4
7458,29,-4,0,1
7461,51,-4,0,1
7463,31,-4,0,1
13743,61,-2,0,1
13747,51,-2,0,1
13749,38,-2,0,2
13750,52,-2,0,2
13752,54,-2,0,1
13753,50,-2,0,1
13754,44,-2,0,1
13755,54,-2,0,1
19051,16,0,0,3
19053,23,0,0,1
19054,29,0,0,2
19058,41,0,0,2
19060,47,0,0,3
19062,45,0,0,1
19063,53,0,0,1
19066,55,0,0,2
26968,54,6,0,2
26969,27,6,0,4
26970,59,6,0,1
26971,30,6,0,3
26974,45,6,0,3
26975,36,6,0,1
26977,51,6,0,1
31746,55,8,0,2
31748,51,8,0,1
31749,51,8,0,1
31750,56,8,0,1
31753,48,8,0,3
31761,34,8,0,1
31763,52,8,0,2
31767,42,8,0,1
31768,56,8,0,1
1142,10,-6,0,1
1143,0,-6,0,2
1149,7,-6,0,2
1150,43,-6,0,3
1153,10,-6,0,4
1159,28,-6,0,1
7669,20,-4,0,3
7670,15,-4,0,4
7673,44,-4,0,3
7674,52,-4,0,3
13919,27,-2,0,3
13920,5,-2,0,4
13921,0,-2,0,3
13922,34,-2,0,3
13925,20,-2,0,3
13928,4,-2,0,3
13930,6,-2,0,2
13932,8,-2,0,1
13933,19,-2,0,1
13934,0,-2,0,3
19209,45,0,0,2
19210,42,0,0,2
19211,16,0,0,1
19212,35,0,0,4
19215,0,0,0,3
19216,40,0,0,3
19219,32,0,0,3
19222,55,0,0,3
27095,48,6,0,3
27098,27,6,0,2
27100,49,6,0,2
31965,41,8,0,3
31966,61,8,0,1
31968,44,8,0,2
31971,36,8,0,3
31972,33,8,0,2
31974,40,8,0,3
31975,38,8,0,4
31978,30,8,0,4
31981,46,8,0,3
1407,0,-6,0,4
1410,26,-6,0,3
1413,31,-6,0,2
1415,53,-6,0,3
1416,0,-6,0,3
1418,25,-6,0,3
1420,0,-6,0,3
1422,0,-6,0,4
1423,44,-6,0,1
7929,0,-4,0,4
7930,13,-4,0,2
7934,27,-4,0,2
7937,4,-4,0,4
7941,0,-4,0,2
7943,21,-4,0,4
7944,9,-4,0,3
7948,37,-4,0,3
7950,39,-4,0,1
14153,45,-2,0,1
14154,0,-2,0,1
14156,0,-2,0,3
14158,4,-2,0,1
14160,31,-2,0,1
14162,47,-2,0,1
14165,14,-2,0,2
14167,2,-2,0,3
19393,40,0,0,4
19397,52,0,0,1
27261,21,6,0,2
27266,27,6,0,2
27267,10,6,0,4
27269,27,6,0,4
27272,53,6,0,3
27274,51,6,0,1
27275,32,6,0,4
32304,32,8,0,3
32306,48,8,0,1
32307,42,8,0,2
32308,37,8,0,4
32311,40,8,0,2
32313,43,8,0,3
32314,26,8,0,3
32315,0,8,0,4
32316,50,8,0,2
32319,44,8,0,3
32324,33,8,0,1
32325,21,8,0,1
32326,52,8,0,2
32328,45,8,0,1
32333,41,8,0,2
32334,14,8,0,4
1833,0,-6,0,2
1834,17,-6,0,3
1835,0,-6,0,3
1837,34,-6,0,2
1839,0,-6,0,3
1840,0,-6,0,4
1842,0,-6,0,2
1844,14,-6,0,2
1845,22,-6,0,3
1846,40,-6,0,3
1848,0,-6,0,3
1849,12,-6,0,4
1852,38,-6,0,3
1853,9,-6,0,3
1856,45,-6,0,3
1857,0,-6,0,3
1858,30,-6,0,1
1859,37,-6,0,3
8335,21,-4,0,2
8338,0,-4,0,2
8341,0,-4,0,3
8342,30,-4,0,2
8343,0,-4,0,4
8344,3,-4,0,4
8345,6,-4,0,3
8346,51,-4,0,1
8347,0,-4,0,4
8349,4,-4,0,4
8350,23,-4,0,2
8352,53,-4,0,2
8355,39,-4,0,1
14453,10,-2,0,3
14455,26,-2,0,3
14460,41,-2,0,1
14462,47,-2,0,2
14463,27,-2,0,2
14464,0,-2,0,2
14466,20,-2,0,3
19634,0,0,0,2
19635,8,0,0,3
19642,20,0,0,3
19644,45,0,0,1
27497,58,6,0,1
27498,63,6,0,2
27499,58,6,0,3
27501,34,6,0,2
27502,16,6,0,2
27503,26,6,0,4
32725,47,8,0,2
32727,31,8,0,1
32728,30,8,0,1
32729,36,8,0,2
32734,38,8,0,3
32736,30,8,0,3
32738,12,8,0,2
32741,2,8,0,4
32742,29,8,0,3
32743,51,8,0,2
32744,55,8,0,2
2282,18,-6,0,1
2284,34,-6,0,1
2292,0,-6,0,4
2293,17,-6,0,1
2296,0,-6,0,3
2297,0,-6,0,4
8700,16,-4,0,1
8703,27,-4,0,3
8707,22,-4,0,3
8710,51,-4,0,1
8714,16,-4,0,4
8717,13,-4,0,2
8718,0,-4,0,3
14804,3,-2,0,4
14805,25,-2,0,3
14806,10,-2,0,3
14807,0,-2,0,2
14808,23,-2,0,2
14810,35,-2,0,2
14818,35,-2,0,1
19929,30,0,0,2
19930,50,0,0,1
19931,29,0,0,4
27786,49,6,0,2
27789,6,6,0,4
33207,18,8,0,3
33209,52,8,0,1
33211,46,8,0,3
33212,41,8,0,3
33213,45,8,0,2
2478,0,-6,0,1
2480,0,-6,0,3
2484,0,-6,0,3
2485,13,-6,0,3
2486,18,-6,0,3
2488,4,-6,0,2
2489,29,-6,0,2
2490,24,-6,0,3
2491,7,-6,0,3
2492,48,-6,0,1
2493,47,-6,0,2
2494,38,-6,0,2
8905,8,-4,0,3
8906,41,-4,0,1
8909,0,-4,0,3
8911,21,-4,0,3
8913,47,-4,0,1
8914,22,-4,0,1
8915,6,-4,0,3
8917,0,-4,0,4
8918,28,-4,0,3
14953,23,-2,0,2
14955,21,-2,0,3
14957,26,-2,0,1
14964,5,-2,0,1
14965,0,-2,0,4
14967,9,-2,0,2
14968,21,-2,0,1
14969,41,-2,0,2
14973,15,-2,0,2
14974,6,-2,0,3
20050,12,0,0,2
20053,23,0,0,2
20056,24,0,0,3
20058,34,0,0,2
20059,29,0,0,1
20061,0,0,0,3
27911,58,6,0,2
27913,35,6,0,2
27918,28,6,0,4
27919,57,6,0,2
27922,21,6,0,4
33409,41,8,0,1
33412,24,8,0,4
33413,34,8,0,4
33415,32,8,0,3
33417,41,8,0,3
33418,36,8,0,1
33419,24,8,0,3
33420,61,8,0,2
33423,28,8,0,4
33425,41,8,0,3
33427,57,8,0,3
33428,58,8,0,2
33429,53,8,0,1
33430,48,8,0,2
33432,22,8,0,2
9099,32,-4,0,2
9101,12,-4,0,4
15127,47,-2,0,1
15128,56,-2,0,2
15130,42,-2,0,2
15133,39,-2,0,2
20179,38,0,0,2
28023,56,6,0,2
33598,32,8,0,3
33600,30,8,0,2
3049,12,-6,0,3
3053,49,-6,0,1
3054,0,-6,0,4
3056,36,-6,0,2
9415,16,-4,0,3
9417,29,-4,0,3
9418,35,-4,0,1
9420,23,-4,0,3
9424,43,-4,0,3
9426,49,-4,0,2
9427,6,-4,0,2
9428,14,-4,0,1
9430,0,-4,0,3
9431,0,-4,0,2
9432,36,-4,0,1
15418,40,-2,0,3
15419,29,-2,0,2
15420,15,-2,0,1
15421,3,-2,0,3
15423,22,-2,0,2
20398,26,0,0,2
20404,31,0,0,3
28231,27,6,0,4
28234,60,6,0,1
28237,47,6,0,3
28238,31,6,0,2
28240,33,6,0,3
28242,6,6,0,2
28244,28,6,0,3
28246,6,6,0,4
28247,26,6,0,3
33932,38,8,0,1
33936,25,8,0,2
33937,37,8,0,1
33945,50,8,0,3
3613,12,-6,0,3
3614,42,-6,0,4
3615,18,-6,0,3
3617,11,-6,0,3
3618,0,-6,0,4
3619,39,-6,0,3
3620,29,-6,0,1
3624,0,-6,0,3
10042,16,-4,0,3
10043,15,-4,0,1
10047,35,-4,0,3
10048,19,-4,0,3
15948,25,-2,0,3
15949,44,-2,0,1
15950,5,-2,0,3
15954,40,-2,0,1
20812,28,0,0,1
20815,41,0,0,2
28634,51,6,0,1
28636,68,6,0,2
28639,46,6,0,1
28641,32,6,0,2
34622,37,8,0,2
34624,59,8,0,3
34625,62,8,0,1
34627,42,8,0,1
34633,28,8,0,3
34634,46,8,0,2
34635,52,8,0,3
4440,42,-6,0,1
4442,25,-6,0,2
4444,26,-6,0,3
4445,0,-6,0,3
4446,32,-6,0,3
4447,0,-6,0,3
4449,15,-6,0,3
4452,55,-6,0,2
4453,46,-6,0,2
4454,47,-6,0,2
4455,3,-6,0,2
10954,13,-4,0,1
10956,26,-4,0,3
10958,39,-4,0,2
10960,7,-4,0,3
10962,9,-4,0,3
10968,40,-4,0,2
10970,37,-4,0,1
16729,20,-2,0,1
16730,53,-2,0,2
16731,37,-2,0,3
16732,5,-2,0,4
16734,53,-2,0,1
16740,16,-2,0,2
21440,32,0,0,2
21444,29,0,0,2
29275,37,6,0,3
29276,28,6,0,4
29278,26,6,0,3
29281,36,6,0,1
29283,37,6,0,2
29284,35,6,0,2
35790,36,8,0,1
35795,28,8,0,3
35796,0,8,0,3
35800,40,8,0,2
35803,21,8,0,4
35804,40,8,0,4
35806,33,8,0,4
95,0,-6,0,3
96,0,-6,0,3
97,20,-6,0,3
98,0,-6,0,3
99,20,-6,0,3
100,0,-6,0,2
101,0,-6,0,4
102,6,-6,0,2
107,31,-6,0,1
108,0,-6,0,3
109,0,-6,0,3
6618,44,-4,0,3
6619,29,-4,0,3
6620,22,-4,0,2
6621,33,-4,0,3
6626,0,-4,0,2
6629,3,-4,0,4
6630,48,-4,0,2
6633,49,-4,0,2
6635,46,-4,0,3
12966,24,-2,0,1
12971,39,-2,0,3
12972,12,-2,0,3
12977,5,-2,0,3
12978,43,-2,0,2
12980,39,-2,0,3
12981,46,-2,0,4
12983,44,-2,0,3
12985,36,-2,0,2
12987,40,-2,0,1
12989,46,-2,0,1
18527,0,0,0,3
18530,34,0,0,1
18533,0,0,0,3
26410,47,6,0,1
26411,42,6,0,2
26413,40,6,0,3
26415,29,6,0,1
26417,31,6,0,3
26418,27,6,0,3
26419,32,6,0,3
26424,31,6,0,2
26425,32,6,0,3
30735,35,8,0,2
30737,46,8,0,1
30740,44,8,0,2
30741,22,8,0,3
30742,21,8,0,3
30743,35,8,0,1
30744,33,8,0,2
30746,33,8,0,3
141,21,-6,0,4
142,19,-6,0,3
148,0,-6,0,3
149,18,-6,0,3
150,44,-6,0,4
6683,28,-4,0,1
6684,12,-4,0,3
6686,0,-4,0,3
6688,15,-4,0,3
6689,15,-4,0,3
6690,16,-4,0,3
13038,35,-2,0,2
13039,23,-2,0,1
13040,38,-2,0,1
13045,31,-2,0,2
13046,5,-2,0,4
13050,37,-2,0,2
13052,48,-2,0,4
13054,26,-2,0,2
13057,30,-2,0,3
18558,20,0,0,3
18559,21,0,0,1
18563,17,0,0,1
26447,9,6,0,2
26448,47,6,0,1
26449,23,6,0,3
26451,33,6,0,1
26453,35,6,0,1
30781,35,8,0,2
30783,52,8,0,3
30784,47,8,0,2
30788,41,8,0,2
30789,50,8,0,2
30790,39,8,0,3
30792,28,8,0,3
30793,50,8,0,1
30794,40,8,0,1
30796,52,8,0,2
30797,28,8,0,4
30798,43,8,0,4
30800,29,8,0,3
330,18,-6,0,1
331,0,-6,0,3
337,0,-6,0,2
6814,0,-4,0,3
6815,9,-4,0,3
6816,5,-4,0,2
6820,9,-4,0,2
6821,44,-4,0,2
6823,5,-4,0,3
13192,49,-2,0,2
13194,14,-2,0,2
13195,29,-2,0,2
13196,3,-2,0,2
13197,23,-2,0,3
13201,36,-2,0,2
13202,45,-2,0,1
18670,41,0,0,1
18673,26,0,0,1
26573,18,6,0,2
26575,44,6,0,2
26578,43,6,0,3
26579,37,6,0,4
26581,38,6,0,1
26582,50,6,0,4
26583,0,6,0,2
26585,27,6,0,3
30981,29,8,0,1
30984,47,8,0,2
30985,42,8,0,3
30986,46,8,0,4
30990,58,8,0,2
30991,54,8,0,1
30993,38,8,0,2
30994,29,8,0,1
30997,31,8,0,2
690,23,-6,0,3
691,15,-6,0,3
692,4,-6,0,1
693,34,-6,0,4
697,0,-6,0,2
700,0,-6,0,4
7166,3,-4,0,3
7167,30,-4,0,1
7169,38,-4,0,1
7176,0,-4,0,3
7180,40,-4,0,1
7184,32,-4,0,2
13519,34,-2,0,3
13522,0,-2,0,2
13524,52,-2,0,1
13525,19,-2,0,4
13526,30,-2,0,2
13528,16,-2,0,2
13529,30,-2,0,3
13530,10,-2,0,1
13532,36,-2,0,2
13534,13,-2,0,3
18883,17,0,0,3
18884,48,0,0,2
18885,52,0,0,2
18887,38,0,0,3
18891,21,0,0,2
18893,45,0,0,2
18894,36,0,0,3
18895,12,0,0,1
26821,40,6,0,3
26824,34,6,0,4
26833,44,6,0,1
26834,15,6,0,4
31455,42,8,0,2
31459,46,8,0,3
31463,41,8,0,1
31464,44,8,0,2
31466,39,8,0,3
31467,35,8,0,3
31469,27,8,0,2
31470,49,8,0,1
31471,38,8,0,2
31472,29,8,0,2
31477,21,8,0,4
31480,35,8,0,3
31483,53,8,0,1
749,33,-6,0,2
753,28,-6,0,1
7225,0,-4,0,2
7227,42,-4,0,4
7228,0,-4,0,2
7229,34,-4,0,1
7231,36,-4,0,1
7235,42,-4,0,2
7236,0,-4,0,3
7237,33,-4,0,2
7238,0,-4,0,3
7240,18,-4,0,3
7241,0,-4,0,3
13573,48,-2,0,2
13574,52,-2,0,1
13576,50,-2,0,3
13577,43,-2,0,2
13578,23,-2,0,3
13580,34,-2,0,3
13582,0,-2,0,4
13583,27,-2,0,3
13584,18,-2,0,3
13586,12,-2,0,3
18922,31,0,0,2
18923,43,0,0,3
18924,33,0,0,3
18925,8,0,0,3
18926,9,0,0,3
18930,5,0,0,4
26864,24,6,0,3
31541,21,8,0,4
31542,22,8,0,3
31547,20,8,0,4
31548,28,8,0,1
31550,25,8,0,3
31551,35,8,0,2
31552,24,8,0,4
1027,32,-6,0,3
1029,34,-6,0,3
1030,0,-6,0,4
1034,28,-6,0,3
1036,17,-6,0,3
1039,7,-6,0,1
1040,10,-6,0,4
1041,0,-6,0,2
7530,24,-4,0,3
7532,12,-4,0,3
7533,20,-4,0,2
7534,39,-4,0,1
7535,9,-4,0,2
7540,20,-4,0,4
7547,29,-4,0,3
7548,18,-4,0,3
7549,30,-4,0,3
7551,40,-4,0,2
7553,0,-4,0,4
7554,0,-4,0,3
7555,21,-4,0,1
7558,0,-4,0,3
13814,54,-2,0,1
13819,11,-2,0,4
13820,18,-2,0,2
13822,15,-2,0,3
13827,18,-2,0,4
13828,13,-2,0,3
13831,25,-2,0,2
13833,6,-2,0,3
19117,34,0,0,1
19119,11,0,0,3
19120,33,0,0,1
19121,12,0,0,2
19122,28,0,0,1
27014,33,6,0,3
27015,59,6,0,2
27017,58,6,0,3
27020,55,6,0,3
31844,18,8,0,3
31847,39,8,0,3
31849,35,8,0,1
31850,43,8,0,3
31851,35,8,0,3
31852,42,8,0,4
31853,39,8,0,2
1059,0,-6,0,3
1060,0,-6,0,3
1061,36,-6,0,3
1062,52,-6,0,2
1063,46,-6,0,1
1064,13,-6,0,3
1065,41,-6,0,3
1066,0,-6,0,1
1067,0,-6,0,1
1068,37,-6,0,4
7574,26,-4,0,2
7576,10,-4,0,3
7579,0,-4,0,3
7583,0,-4,0,1
13843,41,-2,0,2
13844,44,-2,0,2
13849,32,-2,0,4
13850,40,-2,0,3
19133,12,0,0,3
19134,26,0,0,3
19135,26,0,0,2
19137,44,0,0,1
19140,40,0,0,1
19141,15,0,0,2
27038,18,6,0,3
27041,49,6,0,1
27043,60,6,0,2
27045,31,6,0,1
31882,47,8,0,2
31884,40,8,0,2
31885,20,8,0,4
31886,42,8,0,2
31888,24,8,0,2
31889,44,8,0,3
